City,Leisure Type,Longitude,Latitude
Oakville,park,-79.6401086095076,43.476336700541964
Oakville,park,-79.69629988478052,43.474174450541966
Oakville,park,-79.69736366380232,43.47399000054197
Oakville,park,-79.70172738898673,43.471424900541976
Oakville,playground,-79.69723749137427,43.473920750541964
Oakville,playground,-79.63960782357933,43.47594250054196
Oakville,park,-79.71102015234743,43.46153275054199
Oakville,playground,-79.70189756543658,43.47123015054198
Oakville,park,-79.71455398541704,43.44144365054201
Oakville,park,-79.70070330972737,43.42087485054199
Oakville,playground,-79.70956223131435,43.463609800541974
Oakville,playground,-79.7113340611455,43.46119910054198
Oakville,park,-79.69431463935243,43.47709235054196
Oakville,playground,-79.714544241638,43.441426800542004
Oakville,park,-79.7047847435995,43.424356300541994
Oakville,playground,-79.70839753870135,43.466112350541984
Oakville,playground,-79.70405903322367,43.424417450541995
Oakville,park,-79.64290209653603,43.479385200541955
Oakville,playground,-79.69459376020441,43.47710445054196
Oakville,playground,-79.64299851818181,43.47898870054195
Oakville,park,-79.68933100261208,43.48052745054195
Oakville,park,-79.6795836569332,43.48745455054193
Oakville,park,-79.70811360300002,43.46832855054197
Oakville,playground,-79.71619820000001,43.44066670054201
Oakville,park,-79.70799178299221,43.47239730054197
Oakville,playground,-79.71212024148518,43.46480675054198
Oakville,park,-79.69409644171108,43.41419870054199
Oakville,park,-79.70647713576632,43.47440550054197
Oakville,private,-79.68767134999999,43.48203570054194
Oakville,playground,-79.68955535286653,43.481444400541946
Oakville,playground,-79.69705914589758,43.41639985054199
Oakville,park,-79.71500910537719,43.462906450541986
Oakville,park,-79.63690989336489,43.479983700541936
Oakville,park,-79.71719039859849,43.46083810054199
Oakville,park,-79.6965952,43.41539460054198
Oakville,playground,-79.63699192232937,43.479872550541955
Oakville,private,-79.71255880000001,43.467596750541986
Oakville,park,-79.72279781698796,43.440429450542
Oakville,playground,-79.69399761119263,43.481065600541946
Oakville,park,-79.6877130246921,43.48378645054194
Oakville,park,-79.64836799236869,43.48494180054194
Oakville,playground,-79.71258208221428,43.468388750541976
Oakville,park,-79.69297491963391,43.482410250541946
Oakville,playground,-79.64834198180793,43.484756300541946
Oakville,playground,-79.68694730927902,43.48441185054194
Oakville,playground,-79.69298855567982,43.48235335054194
Oakville,park,-79.72241266276939,43.447169000542004
Oakville,park,-79.64056066070214,43.48380540054195
Oakville,playground,-79.71634119727722,43.465420500541974
Oakville,playground,-79.64180392818854,43.483885950541946
Oakville,park,-79.64712576471399,43.48731745054192
Oakville,park,-79.69250540261936,43.40786350054198
Oakville,playground,-79.70932349363,43.47426795054197
Oakville,playground,-79.72241408762413,43.44093720054201
Oakville,playground,-79.68371399800843,43.48656475054193
Oakville,park,-79.72353899397032,43.448957550542005
Oakville,playground,-79.68386894999999,43.48663590054193
Oakville,playground,-79.7012824497472,43.479951050541956
Oakville,park,-79.63312983514652,43.48138500054195
Oakville,playground,-79.72125229462884,43.45988740054199
Oakville,park,-79.6929608535238,43.48659555054195
Oakville,playground,-79.72134251875525,43.46019155054197
Oakville,park,-79.72049048070824,43.46610195054198
Oakville,park,-79.70012614129786,43.41200010054199
Oakville,park,-79.70414712146713,43.48138915054195
Oakville,park,-79.70634195573001,43.414783600541995
Oakville,playground,-79.69243532215263,43.408621900541974
Oakville,playground,-79.71527239783416,43.472097800541974
Oakville,park,-79.72767364214883,43.45116005054199
Oakville,playground,-79.69998488499999,43.41162720054198
Oakville,playground,-79.72017904757556,43.46639090054198
Oakville,playground,-79.70410534842406,43.481223800541954
Oakville,park,-79.64526288357287,43.48852420054193
Oakville,playground,-79.69262589181821,43.408336300541976
Oakville,park,-79.72202886092441,43.42877015054199
Oakville,playground,-79.72121679585668,43.46583435054199
Oakville,playground,-79.70676733895348,43.41491625054199
Oakville,playground,-79.64508403367806,43.48849770054193
Oakville,playground,-79.72175676745887,43.46542905054197
Oakville,playground,-79.6936366315366,43.487250000541934
Oakville,playground,-79.69327906616647,43.48735260054194
Oakville,park,-79.64387293868705,43.48927525054192
Oakville,park,-79.71732002002469,43.474925550541954
Oakville,private,-79.65436253749999,43.49131460054191
Oakville,park,-79.72731704279724,43.434337650542005
Oakville,park,-79.72858942416639,43.438199900542
Oakville,park,-79.72456117838313,43.46943175054197
Oakville,park,-79.71241684679273,43.478906700541955
Oakville,park,-79.71374455824079,43.47776580054195
Oakville,playground,-79.728125035777,43.43816300054201
Oakville,playground,-79.72052262646773,43.47132770054196
Oakville,park,-79.71922114773196,43.47299480054197
Oakville,park,-79.66398825567582,43.494077150541905
Oakville,park,-79.72099643030194,43.47148415054197
Oakville,playground,-79.71790434829481,43.47484450054196
Oakville,park,-79.70195299909273,43.488653550541926
Oakville,playground,-79.66417189831571,43.493849650541904
Oakville,park,-79.66779439702697,43.49657690054191
Oakville,playground,-79.70156174789591,43.48687215054194
Oakville,playground,-79.72836746086497,43.43389670054201
Oakville,park,-79.73205623021579,43.444091600541995
Oakville,park,-79.68971052991446,43.49342680054191
Oakville,private,-79.71927383377886,43.47477495054197
Oakville,private,-79.7313914112255,43.44587350054201
Oakville,park,-79.66066321660198,43.49548470054191
Oakville,playground,-79.72121759999999,43.47328400054196
Oakville,park,-79.72196777465831,43.473089400541966
Oakville,playground,-79.7318051973865,43.444503200541995
Oakville,park,-79.72926036682706,43.463856450541975
Oakville,park,-79.70901359070092,43.48423765054194
Oakville,playground,-79.65985827268292,43.495002550541905
Oakville,park,-79.71612145283333,43.41480275054198
Oakville,park,-79.7230915314117,43.47299775054198
Oakville,playground,-79.69191750916877,43.49237625054192
Oakville,playground,-79.71591062245761,43.414754200542006
Oakville,park,-79.73401044732381,43.451891600542
Oakville,park,-79.70768238857917,43.486912950541935
Oakville,playground,-79.66190336351926,43.496245250541904
Oakville,playground,-79.70046076328097,43.40511410054197
Oakville,playground,-79.70090148807178,43.40514035054196
Oakville,park,-79.73170535772263,43.461457200541986
Oakville,park,-79.70135237763233,43.40458095054198
Oakville,park,-79.73565136532648,43.44646020054199
Oakville,playground,-79.7339543111583,43.452622150542
Oakville,playground,-79.73411326215768,43.452827350541995
Oakville,playground,-79.7342283563973,43.45260180054199
Oakville,park,-79.73481730775896,43.46132560054199
Oakville,park,-79.74796579830287,43.426348000542006
Oakville,park,-79.73285004886968,43.46560695054197
Oakville,park,-79.6652289735798,43.4979327505419
Oakville,playground,-79.70209952145356,43.40463910054197
Oakville,private,-79.6792969478395,43.49663570054191
Oakville,private,-79.67938451003073,43.49674880054191
Oakville,playground,-79.66531394999998,43.4976454005419
Oakville,private,-79.73536055579096,43.451229550541996
Oakville,park,-79.69905319842624,43.49267890054192
Oakville,park,-79.72251241881091,43.417242750541995
Oakville,playground,-79.69891579054433,43.49233480054191
Oakville,picnic,-79.69908599999998,43.492217700541914
Oakville,park,-79.72354025359871,43.47900590054196
Oakville,park,-79.72354025359871,43.47900590054196
Oakville,park,-79.73660838143678,43.44981875054199
Oakville,park,-79.71383260588348,43.40877855054197
Oakville,private,-79.71407467717391,43.48487075054194
Oakville,playground,-79.73665461224371,43.449843800542
Oakville,park,-79.7389382886106,43.43795015054201
Oakville,park,-79.71159838849546,43.48755480054192
Oakville,private,-79.71431821372437,43.40981670054199
Oakville,private,-79.6936485985294,43.49475415054191
Oakville,park,-79.65453901197677,43.4991711505419
Oakville,park,-79.74132883439958,43.44608980054201
Oakville,park,-79.70233762143394,43.39886560054196
Oakville,playground,-79.71226230737386,43.48706535054193
Oakville,park,-79.72120451887602,43.48108580054194
Oakville,playground,-79.71309884338235,43.40839390054198
Oakville,park,-79.73818251272348,43.443846600542
Oakville,park,-79.73481741359586,43.427600450542
Oakville,park,-79.73092313136291,43.47136380054198
Oakville,playground,-79.71447273886173,43.40892205054199
Oakville,playground,-79.72195520064261,43.48016240054195
Oakville,playground,-79.65442895644495,43.49866975054189
Oakville,playground,-79.72202864838297,43.48040380054196
Oakville,playground,-79.72222299536082,43.48032845054195
Oakville,playground,-79.73585282536585,43.46178750054199
Oakville,park,-79.65985756025229,43.501120700541875
Oakville,playground,-79.73175752339105,43.472421100541965
Oakville,playground,-79.7316532,43.47261135054197
Oakville,park,-79.7078666580068,43.40236455054196
Oakville,playground,-79.73370715355068,43.424105400542004
Oakville,park,-79.65200292140901,43.50074345054189
Oakville,yes,-79.7080009066542,43.402478000541976
Oakville,park,-79.70675727893108,43.40097835054196
Oakville,playground,-79.73657740274501,43.46563680054198
Oakville,park,-79.7408764,43.454557250541995
Oakville,park,-79.73721147894736,43.467506950541974
Oakville,playground,-79.7363378892857,43.46693310054198
Oakville,playground,-79.73993737183679,43.436949550542
Oakville,playground,-79.73633625427745,43.46718275054199
Oakville,park,-79.70751377307772,43.49352305054191
Oakville,park,-79.6954760843701,43.49899365054189
Oakville,park,-79.74208696579092,43.43984355054201
Oakville,playground,-79.70747129626167,43.49356505054192
Oakville,park,-79.71257271758702,43.40270415054197
Oakville,playground,-79.74210014197081,43.44729165054201
Oakville,park,-79.7421112406153,43.447308200542
Oakville,park,-79.74224364999998,43.453369250541996
Oakville,park,-79.73665856710397,43.47064020054197
Oakville,park,-79.74085099313263,43.43062540054201
Oakville,yes,-79.70910781977415,43.40153780054196
Oakville,park,-79.70801333519127,43.400285750541954
Oakville,park,-79.66194126839852,43.50358370054188
Oakville,park,-79.74170079555354,43.432965400542
Oakville,park,-79.7410390685829,43.460907700541995
Oakville,park,-79.71952034073041,43.40544045054197
Oakville,playground,-79.66217766035282,43.50340610054188
Oakville,playground,-79.70359558308823,43.39827600054195
Oakville,playground,-79.69639627446506,43.4991722505419
Oakville,playground,-79.69622209316512,43.4993400505419
Oakville,park,-79.7204475423645,43.40262775054197
Oakville,playground,-79.74105745499479,43.43128835054199
Oakville,park,-79.73881777194961,43.468453450541986
Oakville,playground,-79.74101222164947,43.431032050542
Oakville,park,-79.70230974352916,43.39588705054195
Oakville,park,-79.74082381009819,43.46555670054198
Oakville,park,-79.72000576839724,43.49015070054192
Oakville,park,-79.70367371718844,43.49811035054189
Oakville,park,-79.70528930635598,43.39539365054195
Oakville,yes,-79.72116207529145,43.40602120054197
Oakville,park,-79.73405164285154,43.47879265054196
Oakville,playground,-79.70359764975194,43.4981913505419
Oakville,park,-79.74717509583832,43.445296950542
Oakville,park,-79.72480764495157,43.48695480054192
Oakville,park,-79.74258281289424,43.428699100542005
Oakville,yes,-79.74302957500001,43.43168925054199
Oakville,playground,-79.72474594128133,43.48703580054193
Oakville,playground,-79.74651468499607,43.444821900542
Oakville,playground,-79.74658399707295,43.444498700542
Oakville,playground,-79.70461181846642,43.39586625054196
Oakville,park,-79.7381202581175,43.47454710054197
Oakville,park,-79.69950887736573,43.50163550054188
Oakville,playground,-79.734129705849,43.47971495054195
Oakville,playground,-79.73823283497403,43.47458870054196
Oakville,park,-79.70759175768669,43.39651030054195
Oakville,playground,-79.7075989808767,43.39649010054195
Oakville,playground,-79.74574978051206,43.46154310054198
Oakville,park,-79.75000751977839,43.448224600542005
Oakville,park,-79.71970165128957,43.49416705054192
Oakville,playground,-79.71935894297475,43.493262950541904
Oakville,park,-79.73108715202167,43.48592290054195
Oakville,park,-79.70235120737584,43.502328250541886
Oakville,playground,-79.71975828918251,43.49329945054191
Oakville,playground,-79.73122954446563,43.485012850541935
Oakville,park,-79.75381306582881,43.43500660054201
Oakville,playground,-79.73138912715841,43.48543190054194
Oakville,park,-79.73722397434682,43.47975695054196
Oakville,park,-79.7076054797574,43.39455260054195
Oakville,playground,-79.73722004926861,43.47973135054196
Oakville,park,-79.71236827419924,43.39613000054195
Oakville,park,-79.72490908636902,43.40094825054196
Oakville,park,-79.706691,43.39382710054195
Oakville,playground,-79.74900248464624,43.434978450542005
Oakville,park,-79.69888340115426,43.50427815054188
Oakville,private,-79.75017997419229,43.439326250541995
Oakville,playground,-79.74819707220038,43.463214200541984
Oakville,playground,-79.69908572906814,43.504198850541876
Oakville,park,-79.66760778592558,43.50980635054185
Oakville,park,-79.75089277455552,43.453333450542004
Oakville,park,-79.75042919037905,43.46579700054198
Oakville,park,-79.6771967787445,43.510818000541846
Oakville,park,-79.7079405,43.393435700541936
Oakville,park,-79.71950963521257,43.397325150541946
Oakville,park,-79.72202592764785,43.399160800541964
Oakville,park,-79.7548805371612,43.44871820054199
Oakville,park,-79.7458913610642,43.47278565054197
Oakville,park,-79.75294698027199,43.43182945054201
Oakville,playground,-79.722160575,43.39982625054196
Oakville,playground,-79.71808711576168,43.397302250541955
Oakville,park,-79.710177527435,43.39230095054194
Oakville,park,-79.75380305931515,43.444150100542004
Oakville,playground,-79.75286659341725,43.455527800542
Oakville,park,-79.72373688966164,43.49736890054191
Oakville,park,-79.74825630000001,43.47048025054197
Oakville,park,-79.75391617161294,43.452016950541996
Oakville,playground,-79.74812590769339,43.470451400541975
Oakville,park,-79.7213496976263,43.497418600541906
Oakville,playground,-79.74675557001879,43.473150050541975
Oakville,playground,-79.72142998926864,43.4974405005419
Oakville,playground,-79.75467312625698,43.448373800542
Oakville,playground,-79.75471288345398,43.44819465054199
Oakville,park,-79.75483624414525,43.445944400542004
Oakville,playground,-79.7469809400468,43.42093205054199
Oakville,playground,-79.75145179999998,43.46492420054199
Oakville,playground,-79.75502356569865,43.448280150542004
Oakville,playground,-79.74748095641024,43.420896000541994
Oshawa,park,-78.86537486225373,43.89622105053581
Oshawa,park,-78.8632145513362,43.894326900535866
Oshawa,park,-78.86670575295132,43.89491635053585
Oshawa,park,-78.86867235154463,43.89690505053579
Oshawa,playground,-78.86278942597,43.90124830053567
Oshawa,park,-78.87054859849597,43.899854200535714
Oshawa,park,-78.87085512912776,43.9002538505357
Oshawa,playground,-78.86518663594569,43.893644550535875
Oshawa,park,-78.86666175616139,43.891768550535936
Oshawa,park,-78.87109230436903,43.89936935053572
Oshawa,park,-78.87139128992064,43.90006715053569
Oshawa,playground,-78.86199059574955,43.89152830053594
Oshawa,yes,-78.87072118401208,43.90084235053568
Oshawa,park,-78.8644046112992,43.890472550535975
Oshawa,yes,-78.87212504113302,43.89865500053574
Oshawa,park,-78.85453578087662,43.89564225053583
Oshawa,museum,-78.86790367499998,43.90421615053559
Oshawa,yes,-78.87115886989176,43.90100330053568
Oshawa,playground,-78.8638166625,43.89092395053595
Oshawa,yes,-78.86705228475323,43.89121385053595
Oshawa,yes,-78.86723660000001,43.891200500535945
Oshawa,park,-78.85338447764869,43.89616490053582
Oshawa,park,-78.8750598713672,43.90255725053564
Oshawa,park,-78.86386352195689,43.88773025053605
Oshawa,park,-78.85453117698043,43.89151100053594
Oshawa,park,-78.85076088397349,43.89632235053581
Oshawa,playground,-78.85152489999999,43.89617290053582
Oshawa,park,-78.87022754324337,43.88932065053599
Oshawa,playground,-78.87019331235294,43.88942695053599
Oshawa,park,-78.87064302670163,43.908357700535475
Oshawa,playground,-78.86488539999999,43.88785340053603
Oshawa,park,-78.87712303235456,43.89696305053579
Oshawa,park,-78.85964036027312,43.90839620053548
Oshawa,park,-78.85521643546892,43.888837000536014
Oshawa,playground,-78.87720589151922,43.89717990053579
Oshawa,playground,-78.87725852205593,43.89737980053578
Oshawa,park,-78.87529537500001,43.9037704505356
Oshawa,yes,-78.85527299606325,43.888960450536004
Oshawa,park,-78.84989307514883,43.90222720053565
Oshawa,park,-78.87530210288031,43.889138000536
Oshawa,park,-78.8624805337058,43.88494370053611
Oshawa,park,-78.86246085708997,43.9108048005354
Oshawa,yes,-78.87460996036131,43.88845110053602
Oshawa,park,-78.84486986193423,43.895706600535824
Oshawa,park,-78.84835014999999,43.88973410053599
Oshawa,park,-78.8481785114509,43.90693435053552
Oshawa,park,-78.85989090175315,43.882815150536175
Oshawa,playground,-78.8484330443755,43.88976370053599
Oshawa,playground,-78.84825724610695,43.88983570053598
Oshawa,playground,-78.84808366910656,43.88996090053598
Oshawa,park,-78.85613427553054,43.88482080053612
Oshawa,playground,-78.85623514075624,43.88494135053611
Oshawa,park,-78.88385033202871,43.897342500535785
Oshawa,park,-78.87540594987354,43.88456905053612
Oshawa,playground,-78.88359287231982,43.89773530053576
Oshawa,playground,-78.84736834999998,43.90615650053553
Oshawa,playground,-78.84715425139565,43.90611215053555
Oshawa,playground,-78.86093315609202,43.88286830053617
Oshawa,park,-78.84960966386465,43.91054045053541
Oshawa,park,-78.86130477302163,43.913923850535326
Oshawa,playground,-78.86087025412908,43.88273445053618
Oshawa,park,-78.85093074195713,43.885406450536095
Oshawa,private,-78.87062508023415,43.88222065053618
Oshawa,park,-78.88309970463676,43.887689900536046
Oshawa,private,-78.87162557252532,43.88234685053618
Oshawa,private,-78.88535963976827,43.90173800053566
Oshawa,park,-78.88016072082311,43.885055700536114
Oshawa,park,-78.85787817423437,43.91536695053528
Oshawa,private,-78.8852095,43.90407240053559
Oshawa,park,-78.88357080078289,43.90847380053547
Oshawa,park,-78.8740704083348,43.88126070053621
Oshawa,park,-78.89090138148788,43.89526110053585
Oshawa,park,-78.85295619729274,43.9147506505353
Oshawa,park,-78.8435977570737,43.885520250536096
Oshawa,yes,-78.88368903670212,43.887609500536044
Oshawa,playground,-78.85584026101252,43.91440335053531
Oshawa,playground,-78.87378378181569,43.88127715053621
Oshawa,playground,-78.85429689319034,43.91463810053529
Oshawa,playground,-78.84456270000001,43.88584095053609
Oshawa,playground,-78.88769407527131,43.8928366505359
Oshawa,playground,-78.8443069560958,43.88590040053609
Oshawa,playground,-78.88399286415877,43.90869940053546
Oshawa,park,-78.84119477931867,43.9075920005355
Oshawa,playground,-78.88930820961858,43.90000350053572
Oshawa,park,-78.83662531763082,43.900892550535694
Oshawa,playground,-78.85865236996838,43.91631320053526
Oshawa,park,-78.85617397213439,43.877209400536316
Oshawa,playground,-78.89030222012713,43.899711250535724
Oshawa,park,-78.88474608736476,43.92165865053511
Oshawa,playground,-78.84060244999999,43.90828570053548
Oshawa,playground,-78.84069641928203,43.90845035053548
Oshawa,park,-78.88109223609317,43.913044750535356
Oshawa,playground,-78.83661275,43.90210390053565
Oshawa,playground,-78.8365901,43.90191680053565
Oshawa,park,-78.84858866197945,43.91698270053523
Oshawa,customers,-78.8427183923123,43.88396855053614
Oshawa,park,-78.88986049471214,43.88647850053607
Oshawa,park,-78.84123685031724,43.88302660053617
Oshawa,park,-78.85398513549885,43.87565950053636
Oshawa,park,-78.89445969230076,43.89863960053575
