Address,Neighbourhood,Floor Size,Latitude,Longitude,Date of Status,Price Listed,Status,Sold Price,Type of House,Bedrooms,Bathrooms,Garage,City
5090 PINEDALE Avenue|Unit #1001 ,Pinedale,1303.0,-79.7529068,43.3726006,2024-02-24,,Inactive,,Condominium/Strata,,,, Burlington
307 - 5010 Corporate Dr ,Uptown,549.0,-79.78366,43.39093,2024-02-24,515000.0,For Sale,,Condo Apt,1.0,1.0,1.0, Burlington
9 - 960 Warwick Court ,Aldershot South,1376.0,-79.829888,43.322364,2024-02-24,749000.0,For Sale,,"Townhouse/Row House, Condominium",3.0,3.0,1.0, Burlington
1416 Moss Glen Rd ,Mountainside,1300.0,-79.82575,43.35396,2024-02-23,1189900.0,Sold,1190000.0,Detached,3.0,2.0,1.0, Burlington
3906 Koenig Rd ,Alton,3250.0,-79.82861,43.39154,2024-02-23,2079900.0,For Sale,,Detached,5.0,6.0,2.0, Burlington
2502 Boros Rd ,Rose,2750.0,-79.80546,43.40224,2024-02-23,1869000.0,For Sale,,Detached,4.0,5.0,2.0, Burlington
410 - 5010 Corporate Dr ,Uptown,749.0,-79.78366,43.39093,2024-02-23,589900.0,For Sale,,Condo Apt,1.0,2.0,1.0, Burlington
25 - 4220 Sarazen Dr ,Rose,2124.0,-79.81271,43.39375,2024-02-23,1449900.0,For Sale,,Condo Townhouse,3.0,4.0,2.0, Burlington
1101 - 2025 Maria St ,Brant,649.0,-79.79907,43.32775,2024-02-23,680000.0,Sold Conditional,680000.0,Condo Apt,1.0,1.0,1.0, Burlington
301 - 4040 Upper Middle Rd ,Tansley,549.0,-79.8029,43.37963,2024-02-23,479435.0,Sold Conditional,479435.0,Condo Apt,1.0,1.0,1.0, Burlington
313 - 2045 Appleby Line ,Uptown,1099.0,-79.79046,43.39453,2024-02-23,649000.0,Sold,650000.0,Condo Apt,2.0,2.0,1.0, Burlington
1767 Heather Hills Dr ,Tyandaga,4250.0,-79.83833,43.33732,2024-02-23,3999900.0,For Sale,,Detached,3.0,3.0,3.0, Burlington
1050 1 Side Road ,Rural Burlington,2250.0,-79.88213,43.36597,2024-02-23,3499000.0,For Sale,,Detached,3.0,4.0,2.0, Burlington
5333 Spruce Ave ,Appleby,1300.0,-79.73936,43.37275,2024-02-23,1049000.0,Sold,999999.0,Detached,3.0,2.0,1.0, Burlington
79 - 5080 Fairview St ,Appleby,1319.0,-79.75983,43.37519,2024-02-23,889800.0,Sold,847000.0,Freehold Townhouse,2.0,2.0,1.0, Burlington
503 Martha St ,Brant,2250.0,-79.79692,43.33004,2024-02-23,1749000.0,Sold,1600000.0,Detached,4.0,3.0,0.0, Burlington
1001 - 5090 Pinedale Ave ,Appleby,1299.0,-79.75291,43.37261,2024-02-23,668900.0,Sold,660000.0,Condo Apt,2.0,2.0,1.0, Burlington
1251 Consort Cres ,Palmer,1755.0,-79.80553,43.36596,2024-02-23,949000.0,For Sale,,Semi-Detached,4.0,3.0,1.0, Burlington
402 Pepper Dr ,Brant,2802.0,-79.78499,43.33538,2024-02-23,2995000.0,For Sale,,Detached,3.0,4.0,2.0, Burlington
4000 Berton Ave ,Rose,1750.0,-79.82181,43.39096,2024-02-23,1149000.0,For Sale,,Freehold Townhouse,3.0,4.0,1.0, Burlington
195 Cullum Crt ,Bayview,1300.0,-79.8575,43.30071,2024-02-23,939900.0,Sold,907000.0,Semi-Detached,3.0,2.0,1.0, Burlington
3 - 2940 Headon Forest Dr N ,Headon,1299.0,-79.82186,43.38838,2024-02-23,834000.0,For Sale,,Condo Townhouse,3.0,3.0,1.0, Burlington
2065 Weybridge Crt ,Brant Hills,2750.0,-79.83369,43.35537,2024-02-23,1449000.0,Sold Conditional,1449000.0,Detached,3.0,4.0,2.0, Burlington
3 - 2940 HEADON FOREST Drive ,Headon Forest,1134.0,-79.821363,43.389182,2024-02-23,834000.0,For Sale,,"Townhouse/Row House, Condominium",3.0,3.0,1.0, Burlington
572 Forestwood Cres ,Appleby,1899.0,-79.74942,43.37673,2024-02-23,649900.0,Sold,650000.0,Condo Townhouse,2.0,3.0,1.0, Burlington
1303 Royal Dr ,Mountainside,1300.0,-79.82216,43.35079,2024-02-23,999900.0,For Sale,,Detached,3.0,2.0,1.0, Burlington
3011 Lakeshore Rd ,Roseland,4250.0,-79.77793,43.33376,2024-02-23,3599000.0,For Sale,,Detached,4.0,6.0,2.0, Burlington
2193 Melissa Cres ,Brant Hills,1750.0,-79.8417,43.36513,2024-02-23,1195000.0,Sold Conditional,1195000.0,Link,4.0,4.0,1.0, Burlington
3194 Sorrento Cres ,Alton,2750.0,-79.82544,43.39933,2024-02-23,1699000.0,Sold,1635000.0,Detached,5.0,4.0,2.0, Burlington
109 - 2110 Cleaver Ave ,Headon,949.0,-79.8116,43.37748,2024-02-23,688000.0,For Sale,,Condo Townhouse,2.0,1.0,0.0, Burlington
419 - 5317 Upper Middle Rd ,Orchard,749.0,-79.78243,43.40243,2024-02-23,557500.0,Sold Conditional,557500.0,Condo Apt,1.0,1.0,1.0, Burlington
2211 Manchester Dr ,Brant Hills,1300.0,-79.84393,43.36781,2024-02-23,899900.0,Sold Conditional,899900.0,Link,3.0,2.0,1.0, Burlington
418 Wilson Ave ,Shoreacres,2750.0,-79.7583,43.36171,2024-02-23,2799900.0,Sold,2610000.0,Detached,4.0,4.0,2.0, Burlington
1508 Silverpine Crt ,Tyandaga,2972.0,-79.84727,43.35732,2024-02-23,1599900.0,Sold,1547000.0,Detached,4.0,3.0,2.0, Burlington
508 - 1425 Ghent Ave ,Brant,1099.0,-79.81038,43.33242,2024-02-23,699000.0,For Sale,,Condo Apt,3.0,2.0,2.0, Burlington
471 Timber Lane ,Appleby,1099.0,-79.75203,43.37112,2024-02-23,639000.0,Sold,629000.0,Condo Townhouse,2.0,2.0,0.0, Burlington
307 - 5010 Corporate Dr ,Uptown,549.0,-79.78366,43.39093,2024-02-23,515000.0,Terminated,,Condo Apt,1.0,1.0,1.0, Burlington
5071 Bromley Rd ,Appleby,1750.0,-79.74462,43.36391,2024-02-23,1479900.0,For Sale,,Detached,4.0,2.0,2.0, Burlington
6406 Cedar Springs Rd ,Rural Burlington,900.0,-79.93208,43.42025,2024-02-23,1099000.0,Expired,,Detached,2.0,1.0,1.0, Burlington
B305 - 5240 Dundas Street ,Orchard,572.0,-79.80094,43.412538,2024-02-23,529000.0,Sold,510000.0,Condo/Apt Unit,1.0,1.0,2.0, Burlington
39 - 2920 Headon Forest Dr ,Headon,1299.0,-79.82248,43.3894,2024-02-23,809900.0,For Sale,,Condo Townhouse,3.0,2.0,1.0, Burlington
506 - 5070 Pinedale Ave ,Appleby,1299.0,-79.75297,43.3712,2024-02-23,684000.0,Sold,670000.0,Condo Apt,2.0,2.0,1.0, Burlington
10 - 963 King Rd ,LaSalle,1699.0,-79.83064,43.32159,2024-02-23,978500.0,For Sale,,Condo Townhouse,3.0,4.0,1.0, Burlington
507 - 340 Plains Rd E ,LaSalle,649.0,-79.84116,43.31507,2024-02-22,529900.0,Suspended,,Condo Apt,1.0,1.0,1.0, Burlington
605 - 605 Francis Rd N ,LaSalle,1299.0,-79.81429,43.31562,2024-02-22,649000.0,For Sale,,Condo Townhouse,3.0,1.0,1.0, Burlington
2001 - 5250 Lakeshore Rd W ,Appleby,1099.0,-79.73506,43.36549,2024-02-26,695000.0,For Sale,,Condo Apt,1.0,2.0,1.0, Burlington
488 Holtby Ave ,Brant,2750.0,-79.79604,43.33,2024-02-26,2099900.0,SC Escape Clause,,Detached,4.0,5.0,1.0, Burlington
13 - 1401 Plains Rd E ,Freeman,1499.0,-79.81832,43.33745,2024-02-26,650000.0,Sold,650000.0,Condo Townhouse,2.0,3.0,0.0, Burlington
3141 Goodyear Rd ,Alton,4250.0,-79.82959,43.39284,2024-02-26,1999000.0,Terminated,,Detached,5.0,5.0,2.0, Burlington
507 - 340 Plains Rd E ,LaSalle,649.0,-79.84116,43.31507,2024-02-26,514999.0,Sold Conditional,514999.0,Condo Apt,1.0,1.0,1.0, Burlington
64 - 710 Spring Gardens Rd ,Bayview,1499.0,-79.87272,43.28867,2024-02-26,859900.0,Sold,910000.0,Condo Townhouse,3.0,3.0,1.0, Burlington
115 - 2301 Cavendish Dr ,Brant Hills,1499.0,-79.83454,43.36106,2024-02-26,749900.0,Sold,740000.0,Condo Townhouse,3.0,2.0,1.0, Burlington
2 - 1276 Silvan Forest Dr ,Tansley,1499.0,-79.79487,43.37626,2024-02-26,929900.0,Sold,931000.0,Condo Townhouse,3.0,3.0,1.0, Burlington
23 - 4360 Millcroft Park Dr ,Rose,2124.0,-79.80758,43.3991,2024-02-26,1349000.0,Terminated,,Condo Townhouse,2.0,4.0,2.0, Burlington
2371 Barclay Rd ,Rural Burlington,,-79.79935,43.34422,2024-02-26,815000.0,For Sale,,Semi-Detached,3.0,3.0,0.0, Burlington
661 Peele Blvd ,Brant,1750.0,-79.79512,43.34104,2024-02-26,1299000.0,For Sale,,Detached,3.0,2.0,0.0, Burlington
602 Jennifer Cres ,Rural Burlington,1569.0,-79.77889,43.35346,2024-02-26,1150000.0,For Sale,,Detached,3.0,3.0,0.0, Burlington
2361 Treversh Common ,Freeman,1326.0,-79.80655,43.34785,2024-02-26,798000.0,Terminated,,Freehold Townhouse,2.0,2.0,1.0, Burlington
2001 - 5250 Lakeshore Rd ,Appleby,1099.0,-79.73506,43.36549,2024-02-26,699900.0,Terminated,,Condo Apt,1.0,2.0,1.0, Burlington
360 North Shore Blvd E ,LaSalle,2238.0,-79.8297,43.30787,2024-02-26,2949900.0,For Sale,,Detached,4.0,3.0,2.0, Burlington
2148 Meadowbrook Rd ,Mountainside,1300.0,-79.82965,43.35381,2024-02-26,1075000.0,Sold Conditional,1075000.0,Detached,3.0,2.0,1.0, Burlington
4291 Couples Cres ,Rose,2750.0,-79.81319,43.39864,2024-02-26,2399000.0,For Sale,,Detached,4.0,5.0,3.0, Burlington
661 Peele Blvd ,Brant,1750.0,-79.79512,43.34104,2024-02-26,1349000.0,Terminated,,Detached,3.0,2.0,0.0, Burlington
360 North Shore Blvd E ,LaSalle,2738.0,-79.8297,43.30787,2024-02-26,3099900.0,Terminated,,Detached,4.0,3.0,2.0, Burlington
B502 - 5240 Dundas St N ,Orchard,749.0,-79.8009454,43.4125268,2024-02-26,599000.0,For Sale,,Condo Apt,2.0,2.0,1.0, Burlington
703 - 1276 Maple Crossing Blvd ,Brant,1099.0,-79.80581,43.32329,2024-02-26,614900.0,For Sale,,Condo Apt,2.0,2.0,1.0, Burlington
730 Grand View Ave ,LaSalle,1750.0,-79.8786,43.28994,2024-02-26,1297000.0,For Sale,,Detached,3.0,2.0,1.0, Burlington
1050 #1 Side Road ,North Burlington Rural,2169.0,-79.882459,43.365999,2024-02-26,3499000.0,For Sale,,"Detached, Freehold",3.0,3.0,2.0, Burlington
2232 Heidi Ave ,Headon,1750.0,-79.81611,43.38429,2024-02-26,1259900.0,For Sale,,Detached,4.0,3.0,1.0, Burlington
409 Valanna Cres ,Shoreacres,2250.0,-79.75855,43.36152,2024-02-26,1725000.0,Sold Conditional,1725000.0,Detached,4.0,3.0,2.0, Burlington
202 - 4040 Upper Middle Rd ,Tansley,649.0,-79.8029,43.37963,2024-02-26,486900.0,Sold Conditional,486900.0,Condo Apt,1.0,1.0,1.0, Burlington
201 - 2210 Lakeshore Rd ,Uptown,749.0,-79.78726,43.32788,2024-02-26,629900.0,Sold,607000.0,Condo Apt,1.0,1.0,2.0, Burlington
3341 Roma Ave ,Alton,2750.0,-79.82622,43.40125,2024-02-26,1980000.0,For Sale,,Detached,4.0,4.0,2.0, Burlington
2416 Hemlock Crt ,Headon,,-79.836,43.37702,2024-02-26,949900.0,Sold,970500.0,Link,3.0,3.0,1.0, Burlington
201 - 2210 Lakeshore Road ,Brant,745.0,-79.788177,43.328155,2024-02-26,629900.0,Sold,607000.0,Condo/Apt Unit,1.0,1.0,2.0, Burlington
2096 Mount Royal Avenue ,Mountainside,1141.0,-79.82862,43.350906,2024-02-26,924500.0,Terminated,,"Detached, Freehold",3.0,1.0,0.0, Burlington
A503 - 3210 Dakota Common ,Alton,649.0,-79.8139,43.40941,2024-02-26,549000.0,Sold,535000.0,Condo Apt,2.0,1.0,1.0, Burlington
4024 Grapehill Ave ,Shoreacres,1750.0,-79.76614,43.35162,2024-02-26,1199000.0,For Sale,,Detached,3.0,2.0,1.0, Burlington
929 Francis Rd ,LaSalle,1300.0,-79.82642,43.32315,2024-02-26,820000.0,Sold,800000.0,Semi-Detached,3.0,2.0,0.0, Burlington
5005 Spruce Ave ,Appleby,2012.0,-79.74821,43.3635,2024-02-26,1499999.0,Sold,1400000.0,Detached,3.0,3.0,2.0, Burlington
2951 Guire Common ,Rose,1848.0,-79.819647,43.395173,2024-02-26,1150000.0,Sold Conditional,1150000.0,Row/Townhouse,3.0,4.0,1.0, Burlington
5400 LANGFORD Road ,Orchard,1348.0,-79.797055,43.409722,2024-02-26,1199999.0,Sold,1175000.0,"Detached, Freehold",1.0,3.0,2.0, Burlington
35 - 362 Plains Rd E ,LaSalle,2124.0,-79.84055,43.31567,2024-02-26,999900.0,Sold,910000.0,Condo Apt,3.0,4.0,2.0, Burlington
3964 Thomas Alton Blvd ,Alton,2250.0,-79.82776,43.39413,2024-02-26,1135000.0,For Sale,,Semi-Detached,4.0,4.0,1.0, Burlington
5317 Upper Middle Road ,Orchard,735.0,-79.782226,43.402464,2024-02-26,557500.0,Sold Conditional,557500.0,Condo/Apt Unit,1.0,1.0,1.0, Burlington
414 Belvenia Road ,Shoreacres,1450.0,-79.764528,43.35612,2024-02-26,1499000.0,For Sale,,Single Family Residence,3.0,2.0,1.0, Burlington
5138 Cherryhill Cres ,Appleby,1300.0,-79.74858,43.37011,2024-02-26,1700000.0,For Sale,,Detached,4.0,2.0,2.0, Burlington
2282 Fairleigh Pl ,Brant,1142.0,-79.78907,43.33289,2024-02-26,949900.0,Sold,1058000.0,Detached,3.0,1.0,1.0, Burlington
B302 - 3200 Dakota Common ,Alton,749.0,-79.81309,43.40972,2024-02-26,679000.0,For Sale,,Condo Apt,2.0,2.0,1.0, Burlington
B211 - 3200 Dakota Common St ,Alton,749.0,-79.81309,43.40972,2024-02-26,694999.0,For Sale,,Condo Apt,2.0,1.0,1.0, Burlington
868 Danforth Pl ,Bayview,4250.0,-79.86241,43.29194,2024-02-26,3295000.0,Suspended,,Detached,5.0,4.0,0.0, Burlington
2053 JAMES Street ,Central,1570.0,-79.796837,43.327443,2024-02-26,1289900.0,Terminated,,"Semi-Detached, Freehold",2.0,3.0,1.0, Burlington
3136 Goodyear Road ,Alton,1839.0,-79.829848,43.392907,2024-02-26,1468000.0,For Sale,,Single Family Residence,3.0,3.0,1.0, Burlington
18 - 2031 Amherst Heights Crt ,Brant Hills,1299.0,-79.8343,43.3522,2024-02-24,749000.0,For Sale,,Condo Townhouse,3.0,2.0,1.0, Burlington
444 Plains Rd W ,Bayview,900.0,-79.86668,43.29524,2024-02-24,999000.0,Sold,930000.0,Detached,2.0,2.0,1.0, Burlington
305 - 34 Plains Rd E ,LaSalle,1299.0,-79.85128,43.30726,2024-02-24,799900.0,For Sale,,Condo Apt,2.0,2.0,2.0, Burlington
611 Bridle Wood ,Appleby,1750.0,-79.75538,43.37522,2024-02-24,975000.0,Sold,1008000.0,Detached,3.0,2.0,1.0, Burlington
2070 Churchill Ave ,Freeman,1750.0,-79.81705,43.34176,2024-02-24,899000.0,For Sale,,Detached,4.0,2.0,0.0, Burlington
2175 Turnberry Rd ,Rose,2750.0,-79.80089,43.39741,2024-02-24,1799999.0,Sold,1750000.0,Detached,4.0,4.0,2.0, Burlington
3202 Greenbough Cres ,Headon,1300.0,-79.81917,43.36786,2024-02-24,1099000.0,Sold,1095000.0,Detached,3.0,3.0,1.0, Burlington
5090 PINEDALE Avenue|Unit #1001 ,Pinedale,1303.0,-79.7529068,43.3726006,2024-02-24,,Inactive,,Condominium/Strata,,,, Burlington
307 - 5010 Corporate Dr ,Uptown,549.0,-79.78366,43.39093,2024-02-24,515000.0,For Sale,,Condo Apt,1.0,1.0,1.0, Burlington
9 - 960 Warwick Court ,Aldershot South,1376.0,-79.829888,43.322364,2024-02-24,749000.0,For Sale,,"Townhouse/Row House, Condominium",3.0,3.0,1.0, Burlington
1416 Moss Glen Rd ,Mountainside,1300.0,-79.82575,43.35396,2024-02-23,1189900.0,Sold,1190000.0,Detached,3.0,2.0,1.0, Burlington
3906 Koenig Rd ,Alton,3250.0,-79.82861,43.39154,2024-02-23,2079900.0,For Sale,,Detached,5.0,6.0,2.0, Burlington
2502 Boros Rd ,Rose,2750.0,-79.80546,43.40224,2024-02-23,1869000.0,For Sale,,Detached,4.0,5.0,2.0, Burlington
410 - 5010 Corporate Dr ,Uptown,749.0,-79.78366,43.39093,2024-02-23,589900.0,For Sale,,Condo Apt,1.0,2.0,1.0, Burlington
25 - 4220 Sarazen Dr ,Rose,2124.0,-79.81271,43.39375,2024-02-23,1449900.0,For Sale,,Condo Townhouse,3.0,4.0,2.0, Burlington
1101 - 2025 Maria St ,Brant,649.0,-79.79907,43.32775,2024-02-23,680000.0,Sold Conditional,680000.0,Condo Apt,1.0,1.0,1.0, Burlington
301 - 4040 Upper Middle Rd ,Tansley,549.0,-79.8029,43.37963,2024-02-23,479435.0,Sold Conditional,479435.0,Condo Apt,1.0,1.0,1.0, Burlington
313 - 2045 Appleby Line ,Uptown,1099.0,-79.79046,43.39453,2024-02-23,649000.0,Sold,650000.0,Condo Apt,2.0,2.0,1.0, Burlington
1767 Heather Hills Dr ,Tyandaga,4250.0,-79.83833,43.33732,2024-02-23,3999900.0,For Sale,,Detached,3.0,3.0,3.0, Burlington
1050 1 Side Road ,Rural Burlington,2250.0,-79.88213,43.36597,2024-02-23,3499000.0,For Sale,,Detached,3.0,4.0,2.0, Burlington
5333 Spruce Ave ,Appleby,1300.0,-79.73936,43.37275,2024-02-23,1049000.0,Sold,999999.0,Detached,3.0,2.0,1.0, Burlington
79 - 5080 Fairview St ,Appleby,1319.0,-79.75983,43.37519,2024-02-23,889800.0,Sold,847000.0,Freehold Townhouse,2.0,2.0,1.0, Burlington
503 Martha St ,Brant,2250.0,-79.79692,43.33004,2024-02-23,1749000.0,Sold,1600000.0,Detached,4.0,3.0,0.0, Burlington
1001 - 5090 Pinedale Ave ,Appleby,1299.0,-79.75291,43.37261,2024-02-23,668900.0,Sold,660000.0,Condo Apt,2.0,2.0,1.0, Burlington
1251 Consort Cres ,Palmer,1755.0,-79.80553,43.36596,2024-02-23,949000.0,For Sale,,Semi-Detached,4.0,3.0,1.0, Burlington
402 Pepper Dr ,Brant,2802.0,-79.78499,43.33538,2024-02-23,2995000.0,For Sale,,Detached,3.0,4.0,2.0, Burlington
4000 Berton Ave ,Rose,1750.0,-79.82181,43.39096,2024-02-23,1149000.0,For Sale,,Freehold Townhouse,3.0,4.0,1.0, Burlington
195 Cullum Crt ,Bayview,1300.0,-79.8575,43.30071,2024-02-23,939900.0,Sold,907000.0,Semi-Detached,3.0,2.0,1.0, Burlington
3 - 2940 Headon Forest Dr N ,Headon,1299.0,-79.82186,43.38838,2024-02-23,834000.0,For Sale,,Condo Townhouse,3.0,3.0,1.0, Burlington
2065 Weybridge Crt ,Brant Hills,2750.0,-79.83369,43.35537,2024-02-23,1449000.0,Sold Conditional,1449000.0,Detached,3.0,4.0,2.0, Burlington
3 - 2940 HEADON FOREST Drive ,Headon Forest,1134.0,-79.821363,43.389182,2024-02-23,834000.0,For Sale,,"Townhouse/Row House, Condominium",3.0,3.0,1.0, Burlington
572 Forestwood Cres ,Appleby,1899.0,-79.74942,43.37673,2024-02-23,649900.0,Sold,650000.0,Condo Townhouse,2.0,3.0,1.0, Burlington
1303 Royal Dr ,Mountainside,1300.0,-79.82216,43.35079,2024-02-23,999900.0,For Sale,,Detached,3.0,2.0,1.0, Burlington
3011 Lakeshore Rd ,Roseland,4250.0,-79.77793,43.33376,2024-02-23,3599000.0,For Sale,,Detached,4.0,6.0,2.0, Burlington
2193 Melissa Cres ,Brant Hills,1750.0,-79.8417,43.36513,2024-02-23,1195000.0,Sold Conditional,1195000.0,Link,4.0,4.0,1.0, Burlington
3194 Sorrento Cres ,Alton,2750.0,-79.82544,43.39933,2024-02-23,1699000.0,Sold,1635000.0,Detached,5.0,4.0,2.0, Burlington
109 - 2110 Cleaver Ave ,Headon,949.0,-79.8116,43.37748,2024-02-23,688000.0,For Sale,,Condo Townhouse,2.0,1.0,0.0, Burlington
419 - 5317 Upper Middle Rd ,Orchard,749.0,-79.78243,43.40243,2024-02-23,557500.0,Sold Conditional,557500.0,Condo Apt,1.0,1.0,1.0, Burlington
2211 Manchester Dr ,Brant Hills,1300.0,-79.84393,43.36781,2024-02-23,899900.0,Sold Conditional,899900.0,Link,3.0,2.0,1.0, Burlington
418 Wilson Ave ,Shoreacres,2750.0,-79.7583,43.36171,2024-02-23,2799900.0,Sold,2610000.0,Detached,4.0,4.0,2.0, Burlington
1508 Silverpine Crt ,Tyandaga,2972.0,-79.84727,43.35732,2024-02-23,1599900.0,Sold,1547000.0,Detached,4.0,3.0,2.0, Burlington
508 - 1425 Ghent Ave ,Brant,1099.0,-79.81038,43.33242,2024-02-23,699000.0,For Sale,,Condo Apt,3.0,2.0,2.0, Burlington
471 Timber Lane ,Appleby,1099.0,-79.75203,43.37112,2024-02-23,639000.0,Sold,629000.0,Condo Townhouse,2.0,2.0,0.0, Burlington
307 - 5010 Corporate Dr ,Uptown,549.0,-79.78366,43.39093,2024-02-23,515000.0,Terminated,,Condo Apt,1.0,1.0,1.0, Burlington
5071 Bromley Rd ,Appleby,1750.0,-79.74462,43.36391,2024-02-23,1479900.0,For Sale,,Detached,4.0,2.0,2.0, Burlington
6406 Cedar Springs Rd ,Rural Burlington,900.0,-79.93208,43.42025,2024-02-23,1099000.0,Expired,,Detached,2.0,1.0,1.0, Burlington
B305 - 5240 Dundas Street ,Orchard,572.0,-79.80094,43.412538,2024-02-23,529000.0,Sold,510000.0,Condo/Apt Unit,1.0,1.0,2.0, Burlington
39 - 2920 Headon Forest Dr ,Headon,1299.0,-79.82248,43.3894,2024-02-23,809900.0,For Sale,,Condo Townhouse,3.0,2.0,1.0, Burlington
506 - 5070 Pinedale Ave ,Appleby,1299.0,-79.75297,43.3712,2024-02-23,684000.0,Sold,670000.0,Condo Apt,2.0,2.0,1.0, Burlington
10 - 963 King Rd ,LaSalle,1699.0,-79.83064,43.32159,2024-02-23,978500.0,For Sale,,Condo Townhouse,3.0,4.0,1.0, Burlington
507 - 340 Plains Rd E ,LaSalle,649.0,-79.84116,43.31507,2024-02-22,529900.0,Suspended,,Condo Apt,1.0,1.0,1.0, Burlington
605 - 605 Francis Rd N ,LaSalle,1299.0,-79.81429,43.31562,2024-02-22,649000.0,For Sale,,Condo Townhouse,3.0,1.0,1.0, Burlington
601 Holly Hill Cres ,Appleby,1771.0,-79.75764,43.37249,2024-02-22,1368000.0,For Sale,,Detached,4.0,3.0,1.0, Burlington
2312 Hoover Crt ,Tyandaga,4250.0,-79.85371,43.35905,2024-02-22,2949000.0,For Sale,,Detached,4.0,4.0,2.0, Burlington
1351 Tobyn Dr ,Tansley,1555.0,-79.79879,43.37712,2024-02-22,1150000.0,For Sale,,Freehold Townhouse,3.0,3.0,1.0, Burlington
5526 Romanwood Cres ,Appleby,1487.0,-79.7353,43.37933,2024-02-22,1199900.0,Sold,1113000.0,Detached,3.0,2.0,1.0, Burlington
601 Holly Hill Crescent ,Appleby,1600.0,-79.75771,43.372449,2024-02-22,1368000.0,For Sale,,Single Family Residence,5.0,1.0,1.0, Burlington
605 FRANCIS Road ,Aldershot South,1335.0,-79.814288,43.315616,2024-02-22,649000.0,For Sale,,"Townhouse/Row House, Condominium",3.0,1.0,1.0, Burlington
18 - 2025 Cleaver Ave ,Headon,1299.0,-79.80967,43.37864,2024-02-22,749900.0,Sold,758000.0,Condo Townhouse,2.0,3.0,1.0, Burlington
4 - 4191 Longmoor Dr ,Shoreacres,1499.0,-79.77179,43.35675,2024-02-22,899000.0,For Sale,,Condo Townhouse,3.0,3.0,1.0, Burlington
4 - 4191 Longmoor Dr ,Shoreacres,1499.0,-79.77179,43.35675,2024-02-22,899000.0,Terminated,,Condo Townhouse,3.0,3.0,1.0, Burlington
1654 Roundleaf Crt ,Tyandaga,3965.0,-79.83792,43.3453,2024-02-22,2698800.0,For Sale,,Detached,4.0,5.0,2.0, Burlington
2001 - 5250 Lakeshore Rd W ,Appleby,1099.0,-79.73506,43.36549,2024-02-26,695000.0,For Sale,,Condo Apt,1.0,2.0,1.0, Burlington
488 Holtby Ave ,Brant,2750.0,-79.79604,43.33,2024-02-26,2099900.0,SC Escape Clause,,Detached,4.0,5.0,1.0, Burlington
13 - 1401 Plains Rd E ,Freeman,1499.0,-79.81832,43.33745,2024-02-26,650000.0,Sold,650000.0,Condo Townhouse,2.0,3.0,0.0, Burlington
3141 Goodyear Rd ,Alton,4250.0,-79.82959,43.39284,2024-02-26,1999000.0,Terminated,,Detached,5.0,5.0,2.0, Burlington
507 - 340 Plains Rd E ,LaSalle,649.0,-79.84116,43.31507,2024-02-26,514999.0,Sold Conditional,514999.0,Condo Apt,1.0,1.0,1.0, Burlington
64 - 710 Spring Gardens Rd ,Bayview,1499.0,-79.87272,43.28867,2024-02-26,859900.0,Sold,910000.0,Condo Townhouse,3.0,3.0,1.0, Burlington
115 - 2301 Cavendish Dr ,Brant Hills,1499.0,-79.83454,43.36106,2024-02-26,749900.0,Sold,740000.0,Condo Townhouse,3.0,2.0,1.0, Burlington
2 - 1276 Silvan Forest Dr ,Tansley,1499.0,-79.79487,43.37626,2024-02-26,929900.0,Sold,931000.0,Condo Townhouse,3.0,3.0,1.0, Burlington
23 - 4360 Millcroft Park Dr ,Rose,2124.0,-79.80758,43.3991,2024-02-26,1349000.0,Terminated,,Condo Townhouse,2.0,4.0,2.0, Burlington
2371 Barclay Rd ,Rural Burlington,,-79.79935,43.34422,2024-02-26,815000.0,For Sale,,Semi-Detached,3.0,3.0,0.0, Burlington
661 Peele Blvd ,Brant,1750.0,-79.79512,43.34104,2024-02-26,1299000.0,For Sale,,Detached,3.0,2.0,0.0, Burlington
602 Jennifer Cres ,Rural Burlington,1569.0,-79.77889,43.35346,2024-02-26,1150000.0,For Sale,,Detached,3.0,3.0,0.0, Burlington
2361 Treversh Common ,Freeman,1326.0,-79.80655,43.34785,2024-02-26,798000.0,Terminated,,Freehold Townhouse,2.0,2.0,1.0, Burlington
2001 - 5250 Lakeshore Rd ,Appleby,1099.0,-79.73506,43.36549,2024-02-26,699900.0,Terminated,,Condo Apt,1.0,2.0,1.0, Burlington
360 North Shore Blvd E ,LaSalle,2238.0,-79.8297,43.30787,2024-02-26,2949900.0,For Sale,,Detached,4.0,3.0,2.0, Burlington
2148 Meadowbrook Rd ,Mountainside,1300.0,-79.82965,43.35381,2024-02-26,1075000.0,Sold Conditional,1075000.0,Detached,3.0,2.0,1.0, Burlington
4291 Couples Cres ,Rose,2750.0,-79.81319,43.39864,2024-02-26,2399000.0,For Sale,,Detached,4.0,5.0,3.0, Burlington
661 Peele Blvd ,Brant,1750.0,-79.79512,43.34104,2024-02-26,1349000.0,Terminated,,Detached,3.0,2.0,0.0, Burlington
360 North Shore Blvd E ,LaSalle,2738.0,-79.8297,43.30787,2024-02-26,3099900.0,Terminated,,Detached,4.0,3.0,2.0, Burlington
B502 - 5240 Dundas St N ,Orchard,749.0,-79.8009454,43.4125268,2024-02-26,599000.0,For Sale,,Condo Apt,2.0,2.0,1.0, Burlington
